task_id,occupation,berufenet_id,sector,label_5cat,task_text_en,task_text_de,skill_1_id,skill_1_en,skill_1_de,skill_1_rel,skill_2_id,skill_2_en,skill_2_de,skill_2_rel,skill_3_id,skill_3_en,skill_3_de,skill_3_rel,n_skills
BN_2333,Information Broker,7087.0,finance,ai_assisted,Check the suitability of the information for the clients' systems.,Die Eignung der Informationen für die Systeme der Kunden prüfen.,SK-COG-013,Evaluating Processes & Systems,Prozesse und Systeme bewerten,0.9,SK-COG-001,Critical Thinking,Kritisches Denken,0.8,SK-COG-014,Information Management,Informationsmanagement,0.75,3
BN_2334,Information Broker,7087.0,finance,high_ai_potential,Translate information into another language.,Informationen in eine andere Sprache übersetzen.,SK-TEC-009,Translation & Interpreting,Übersetzen und Dolmetschen,0.95,,,,,,,,,1
BN_2335,Information Broker,7087.0,finance,high_ai_potential,Set up or manage information systems.,Informationssysteme einrichten oder betreuen.,SK-DIG-004,IT Systems & Infrastructure,IT-Systeme und Infrastruktur,0.95,SK-COG-014,Information Management,Informationsmanagement,0.75,SK-DIG-011,IT Architecture & Design,IT-Architektur und -Design,0.7,3
BN_2336,Information Broker,7087.0,finance,ai_assisted,Conduct research in corporate or IT consulting.,Recherchen in der Unternehmens- oder IT-Beratung durchführen.,SK-COG-008,Research & Analysis,Recherche und Analyse,0.95,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,0.75,SK-COG-011,Business Analysis,Geschäftsanalyse,0.7,3
BN_2337,Information Broker,7087.0,finance,ai_assisted,Develop online concepts for publishers or online shops.,Online-Konzepte für Verlage oder Onlineshops entwickeln.,SK-DIG-018,E-Commerce & Digital Marketing,E-Commerce und digitales Marketing,0.85,SK-OPS-006,Marketing & Promotion,Marketing und Werbung,0.8,SK-COG-009,Strategic Thinking,Strategisches Denken,0.7,3
BN_2338,Information Security Officer,135719.0,other,ai_assisted,Introduce an information security management system in the company.,Ein Informationssicherheitsmanagementsystem im Unternehmen einführen.,SK-DIG-005,Cybersecurity,Cybersicherheit,0.85,SK-DOM-002,Regulatory Compliance,Regulatorische Compliance,0.8,SK-COG-010,Risk Assessment,Risikobewertung,0.75,3
BN_2339,Information Security Officer,135719.0,other,ai_assisted,Identify important security items like employee and customer data.,Wichtige Sicherheitsobjekte wie Mitarbeiter- und Kundendaten erkennen.,SK-DIG-014,Data Privacy & Digital Ethics,Datenschutz und digitale Ethik,0.9,SK-DIG-005,Cybersecurity,Cybersicherheit,0.75,SK-COG-010,Risk Assessment,Risikobewertung,0.7,3
BN_2340,Information Security Officer,135719.0,other,ai_assisted,Identify possible threats like industrial espionage and cyber attacks.,Mögliche Bedrohungen wie Industriespionage und Cyberangriffe erkennen.,SK-DIG-005,Cybersecurity,Cybersicherheit,0.95,SK-COG-010,Risk Assessment,Risikobewertung,0.85,,,,,2
BN_2341,Information Security Officer,135719.0,other,ai_assisted,Establish rules and procedures to protect IT systems and data.,Regeln und Verfahren zum Schutz der IT-Systeme und Daten festlegen.,SK-DIG-005,Cybersecurity,Cybersicherheit,0.95,SK-DOM-009,Security & Enforcement,Sicherheit und Durchsetzung,0.75,SK-DOM-002,Regulatory Compliance,Regulatorische Compliance,0.7,3
BN_2342,Information Security Officer,135719.0,other,high_ai_potential,Implement preventive measures to close security gaps.,"Präventionsmaßnahmen durchführen, um Sicherheitslücken zu schließen.",SK-DIG-005,Cybersecurity,Cybersicherheit,0.9,SK-COG-010,Risk Assessment,Risikobewertung,0.85,SK-COG-002,Problem Solving,Problemlösung,0.75,3
BN_2343,Information Security Officer,135719.0,other,ai_assisted,Stay informed about current developments in data protection.,Sich über aktuelle Entwicklungen im Datenschutz informieren.,SK-DIG-014,Data Privacy & Digital Ethics,Datenschutz und digitale Ethik,0.9,SK-DOM-002,Regulatory Compliance,Regulatorische Compliance,0.8,SK-COG-015,Continuous Learning,Kontinuierliches Lernen,0.75,3
BN_2344,Information Scientist,58713.0,other,ai_assisted,Collect knowledge and determine the need for information.,Wissen sammeln und den Bedarf an Informationen feststellen.,SK-COG-008,Research & Analysis,Recherche und Analyse,0.95,SK-COG-014,Information Management,Informationsmanagement,0.85,SK-COG-001,Critical Thinking,Kritisches Denken,0.75,3
BN_2345,Information Scientist,58713.0,other,high_ai_potential,Choose methods for automatic text categorization and apply machine text analysis.,Methoden zur automatischen Kategorisierung von Texten auswählen und maschinelle Textanalyse anwenden.,SK-DIG-013,AI-Assisted Decision Making,KI-gestützte Entscheidungsfindung,0.9,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,0.85,SK-COG-004,Decision Making,Entscheidungsfindung,0.8,3
BN_2346,Information Scientist,58713.0,other,ai_assisted,Design user interfaces and focus on user-friendliness.,Benutzeroberflächen gestalten und auf Benutzerfreundlichkeit achten.,SK-DIG-011,IT Architecture & Design,IT-Architektur und -Design,0.85,SK-COG-005,Creative Thinking,Kreatives Denken,0.8,,,,,2
BN_2347,Information Scientist,58713.0,other,high_ai_potential,Create and optimize search engines.,Suchmaschinen erstellen und optimieren.,SK-DIG-015,Automation & Digital Workflows,Automatisierung und digitale Abläufe,0.75,SK-DIG-012,Prompt Engineering,Prompt-Design,0.7,,,,,2
BN_2348,Information Scientist,58713.0,other,high_ai_potential,"Publish search systems online, for example as databases.","Suchsysteme online veröffentlichen, zum Beispiel als Datenbanken.",SK-DIG-002,Data Management & Databases,Datenmanagement und Datenbanken,0.95,SK-COG-014,Information Management,Informationsmanagement,0.8,,,,,2
BN_2349,Information Scientist,58713.0,other,ai_assisted,Give expert talks and publish articles and books.,Fachvorträge halten und Artikel sowie Bücher veröffentlichen.,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.9,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.9,SK-SOC-012,Public Speaking & Presenting,Vorträge und Präsentationen,0.85,3
BN_2350,Infotainment Developer,135374.0,tech,ai_assisted,Develop software for infotainment systems in cars.,Software für Infotainmentsysteme in Autos entwickeln.,SK-DIG-001,Software Development,Softwareentwicklung,0.95,SK-DIG-011,IT Architecture & Design,IT-Architektur und -Design,0.8,SK-COG-002,Problem Solving,Problemlösung,0.75,3
BN_2351,Infotainment Developer,135374.0,tech,ai_assisted,Clarify requirements with customers and supervisors.,Anforderungen mit Kunden und Vorgesetzten klären.,SK-SOC-009,Customer Service,Kundenbetreuung,0.85,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.8,SK-SOC-011,Stakeholder Management,Stakeholder-Management,0.75,3
BN_2352,Infotainment Developer,135374.0,tech,stays_with_you,Develop concepts for the software and collaborate with teams.,Konzepte für die Software entwickeln und mit Teams zusammenarbeiten.,SK-DIG-001,Software Development,Softwareentwicklung,0.85,SK-SOC-006,Teamwork & Collaboration,Teamarbeit und Zusammenarbeit,0.8,SK-DIG-011,IT Architecture & Design,IT-Architektur und -Design,0.75,3
BN_2353,Infotainment Developer,135374.0,tech,high_ai_potential,Program graphical interfaces and online services for the infotainment system.,Grafische Oberflächen und Online-Dienste für das Infotainmentsystem programmieren.,SK-DIG-001,Software Development,Softwareentwicklung,0.95,,,,,,,,,1
BN_2354,Infotainment Developer,135374.0,tech,automatable,Check the code.,Den Code überprüfen.,SK-OPS-001,Quality Control & Inspection,Qualitätskontrolle und Inspektion,0.85,SK-DIG-001,Software Development,Softwareentwicklung,0.8,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.75,3
BN_2355,Infotainment Developer,135374.0,tech,automatable,Create automated tests for quality assurance.,Automatisierte Tests zur Qualitätssicherung erstellen.,SK-DIG-015,Automation & Digital Workflows,Automatisierung und digitale Abläufe,0.9,SK-DIG-001,Software Development,Softwareentwicklung,0.85,SK-OPS-001,Quality Control & Inspection,Qualitätskontrolle und Inspektion,0.75,3
BN_2356,Infotainment Developer,135374.0,tech,stays_with_you,Conduct tests in test vehicles.,Tests in Testfahrzeugen durchführen.,SK-TEC-007,Measurement & Testing,Messen und Prüfen,0.9,SK-TEC-014,Vehicle Operation,Fahrzeugführung,0.85,SK-OPS-001,Quality Control & Inspection,Qualitätskontrolle und Inspektion,0.7,3
BN_2357,Infotainment Developer,135374.0,tech,high_ai_potential,Analyze and fix software bugs.,Softwarefehler analysieren und beheben.,SK-COG-002,Problem Solving,Problemlösung,0.95,SK-DIG-001,Software Development,Softwareentwicklung,0.9,SK-COG-001,Critical Thinking,Kritisches Denken,0.85,3
BN_2358,Infotainment Developer,135374.0,tech,automatable,Create technical documentation and user manuals.,Technische Dokumentationen und Benutzerhandbücher erstellen.,SK-TEC-005,Technical Documentation,Technische Dokumentation,0.95,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.85,SK-DIG-009,Office & Productivity Software,Büro- und Produktivitätssoftware,0.7,3
BN_2359,Infotainment Developer,135374.0,tech,ai_assisted,Provide support for the software.,Support für die Software anbieten.,SK-SOC-009,Customer Service,Kundenbetreuung,0.85,SK-DIG-001,Software Development,Softwareentwicklung,0.75,,,,,2
BN_2360,Infotainment Developer,135374.0,tech,ai_assisted,Respond to feedback and improve the software.,Auf Feedback reagieren und die Software verbessern.,SK-DIG-001,Software Development,Softwareentwicklung,0.9,SK-COG-002,Problem Solving,Problemlösung,0.85,,,,,2
BN_2361,Infotainment Developer,135374.0,tech,high_ai_potential,Implement updates and add new features.,Updates einspielen und neue Funktionen hinzufügen.,SK-DIG-001,Software Development,Softwareentwicklung,0.95,SK-COG-002,Problem Solving,Problemlösung,0.75,,,,,2
BN_2362,Infotainment Developer,135374.0,tech,ai_assisted,Stay informed about trends and developments in infotainment.,Sich über Trends und Entwicklungen im Infotainment informieren.,SK-COG-015,Continuous Learning,Kontinuierliches Lernen,0.9,SK-COG-008,Research & Analysis,Recherche und Analyse,0.85,,,,,2
BN_2363,Engineer for Building Materials,100530.0,other,stays_with_you,"Examine, improve, and adjust building materials.","Baustoffe untersuchen, verbessern und anpassen.",SK-TEC-006,Materials & Manufacturing Processes,Werkstoffe und Fertigungsverfahren,0.95,SK-COG-008,Research & Analysis,Recherche und Analyse,0.85,SK-COG-002,Problem Solving,Problemlösung,0.8,3
BN_2364,Engineer for Building Materials,100530.0,other,ai_assisted,Plan and develop manufacturing methods for building materials.,Herstellungsmethoden für Baustoffe planen und entwickeln.,SK-TEC-006,Materials & Manufacturing Processes,Werkstoffe und Fertigungsverfahren,0.95,SK-OPS-016,Production Planning,Produktionsplanung,0.85,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.75,3
BN_2365,Engineer for Building Materials,100530.0,other,stays_with_you,Produce building materials and the related technology.,Baustoffe und die dazugehörige Technik herstellen.,SK-TEC-006,Materials & Manufacturing Processes,Werkstoffe und Fertigungsverfahren,0.95,SK-TEC-001,Engineering Design,Ingenieurmäßige Konstruktion,0.75,,,,,2
BN_2366,Engineer for Building Materials,100530.0,other,stays_with_you,Control and improve the production and quality of building materials.,Produktion und Qualität der Baustoffe kontrollieren und verbessern.,SK-OPS-001,Quality Control & Inspection,Qualitätskontrolle und Inspektion,0.95,SK-TEC-006,Materials & Manufacturing Processes,Werkstoffe und Fertigungsverfahren,0.9,SK-TEC-007,Measurement & Testing,Messen und Prüfen,0.75,3
BN_2367,Engineer for Building Materials,100530.0,other,high_ai_potential,Apply for approvals for building materials at the German Institute for Structural Engineering.,Genehmigungen für Baustoffe beim Deutschen Institut für Bautechnik beantragen.,SK-DOM-002,Regulatory Compliance,Regulatorische Compliance,0.9,SK-DOM-001,Legal Knowledge & Application,Rechtskenntnisse und -anwendung,0.85,SK-OPS-010,Record Keeping & Documentation,Aktenführung und Dokumentation,0.75,3
BN_2368,Engineer for Building Materials,100530.0,other,ai_assisted,Take on management and control tasks in the building materials sector.,Leitungs- und Kontrollaufgaben im Baustoffbereich übernehmen.,SK-SOC-013,Supervision & Performance Management,Aufsicht und Leistungsmanagement,0.85,SK-COG-004,Decision Making,Entscheidungsfindung,0.8,SK-SOC-021,Coordinating Across Teams,Teamübergreifend koordinieren,0.75,3
BN_2369,Engineer for Building Materials,100530.0,other,ai_assisted,Plan and control the recycling of building materials and the use of waste materials.,Recycling von Baustoffen und die Verwendung von Reststoffen planen und kontrollieren.,SK-OPS-019,Waste & Hazardous Materials,Abfall- und Gefahrstoffmanagement,0.9,SK-OPS-011,Environmental Management,Umweltmanagement,0.85,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.8,3
BN_2370,Engineer for Building Materials,100530.0,other,stays_with_you,Offer advice on building materials and construction projects.,Beratung zu Baustoffen und Bauprojekten anbieten.,SK-SOC-010,Counseling & Guidance,Beratung und Begleitung,0.9,SK-TEC-006,Materials & Manufacturing Processes,Werkstoffe und Fertigungsverfahren,0.8,SK-TEC-010,Construction & Building,Bau und Gebäudetechnik,0.75,3
BN_2371,Engineer for Building Materials,100530.0,other,ai_assisted,"Analyze damages, find causes, and create reports.","Schäden analysieren, Ursachen finden und Berichte erstellen.",SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,0.9,SK-COG-001,Critical Thinking,Kritisches Denken,0.88,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.85,3
BN_2372,Engineer for Building Materials,100530.0,other,ai_assisted,Ensure quality in construction projects.,Qualität bei Bauprojekten sicherstellen.,SK-OPS-001,Quality Control & Inspection,Qualitätskontrolle und Inspektion,0.95,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.85,SK-TEC-010,Construction & Building,Bau und Gebäudetechnik,0.75,3
BN_2373,Engineer for Building Materials,100530.0,other,ai_assisted,"plan, monitor, and manage renovation projects.","Sanierungsprojekte planen, überwachen und leiten.",SK-OPS-007,Project Management,Projektmanagement,0.95,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.85,SK-COG-012,Resource Management,Ressourcenmanagement,0.75,3
BN_2374,Engineer for Building Materials,100530.0,other,ai_assisted,Get building materials approved by authorities.,Baustoffe bei Behörden genehmigen lassen.,SK-DOM-010,Public Administration,Öffentliche Verwaltung,0.9,SK-DOM-002,Regulatory Compliance,Regulatorische Compliance,0.85,SK-DOM-001,Legal Knowledge & Application,Rechtskenntnisse und -anwendung,0.75,3
BN_2375,Engineer for Building Materials,100530.0,other,stays_with_you,Prepare and conduct lectures and seminars.,Vorlesungen und Seminare vorbereiten und durchführen.,SK-SOC-008,Teaching & Training,Lehren und Ausbilden,0.95,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.85,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.75,3
BN_2376,Engineer for Building Materials,100530.0,other,high_ai_potential,Write reports on research results.,Berichte über Forschungsergebnisse schreiben.,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.95,SK-COG-008,Research & Analysis,Recherche und Analyse,0.85,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,0.75,3
BN_2377,Engineer - Biomechanics,132072.0,other,ai_assisted,Analyze results of calculations and tests.,Ergebnisse von Berechnungen und Tests analysieren.,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,0.95,SK-COG-016,Working with Numbers,Arbeiten mit Zahlen,0.85,SK-COG-001,Critical Thinking,Kritisches Denken,0.8,3
BN_2378,Engineer - Biomechanics,132072.0,other,automatable,Write down results.,Ergebnisse schriftlich festhalten.,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.95,SK-OPS-010,Record Keeping & Documentation,Aktenführung und Dokumentation,0.85,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.7,3
BN_2379,Engineer - Biomechanics,132072.0,other,ai_assisted,Plan new test methods and setups.,Neue Testmethoden und -einrichtungen planen.,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.9,SK-TEC-004,Lab & Research Methods,Labor- und Forschungsmethoden,0.75,SK-TEC-007,Measurement & Testing,Messen und Prüfen,0.7,3
BN_2380,Engineer - Biomechanics,132072.0,other,stays_with_you,Build test facilities and establish test procedures.,Testeinrichtungen bauen und Testabläufe festlegen.,SK-TEC-010,Construction & Building,Bau und Gebäudetechnik,0.9,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.85,,,,,2
BN_2381,Engineer - Biomechanics,132072.0,other,stays_with_you,"Conduct tests, such as product safety or material tests.","Tests durchführen, wie Produktsicherheits- oder Materialprüfungen.",SK-TEC-007,Measurement & Testing,Messen und Prüfen,0.95,SK-OPS-001,Quality Control & Inspection,Qualitätskontrolle und Inspektion,0.85,SK-TEC-006,Materials & Manufacturing Processes,Werkstoffe und Fertigungsverfahren,0.75,3
BN_2382,Engineer - Biomechanics,132072.0,other,ai_assisted,"Plan, manage, and control workflows.","Arbeitsabläufe planen, steuern und kontrollieren.",SK-OPS-002,Operations Management,Betriebsmanagement,0.95,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.85,SK-DIG-015,Automation & Digital Workflows,Automatisierung und digitale Abläufe,0.75,3
BN_2383,Engineer - Biomechanics,132072.0,other,ai_assisted,"Take on tasks in quality assurance, sales, or consulting.","Aufgaben in der Qualitätssicherung, im Verkauf oder in der Beratung übernehmen.",SK-OPS-001,Quality Control & Inspection,Qualitätskontrolle und Inspektion,0.85,SK-OPS-005,Sales & Business Development,Vertrieb und Geschäftsentwicklung,0.85,SK-SOC-010,Counseling & Guidance,Beratung und Begleitung,0.8,3
BN_2384,Engineer - Biomechanics,132072.0,other,stays_with_you,"Prepare and conduct lectures and seminars, and review lessons.",Vorlesungen und Seminare vorbereiten und durchführen sowie Unterricht nachbereiten.,SK-SOC-008,Teaching & Training,Lehren und Ausbilden,0.9,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.8,SK-DOM-008,Education Program Design,Bildungsprogramm-Gestaltung,0.75,3
BN_2385,Engineer - Biomechanics,132072.0,other,high_ai_potential,Write reports on research results.,Berichte über Forschungsergebnisse schreiben.,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.95,SK-COG-008,Research & Analysis,Recherche und Analyse,0.8,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,0.75,3
BN_2386,Engineer - Biotechnology,58691.0,tech,ai_assisted,Developing methods to use microorganisms for various applications.,Entwickeln von Methoden zur Nutzung von Mikroorganismen für verschiedene Anwendungen.,SK-TEC-004,Lab & Research Methods,Labor- und Forschungsmethoden,0.9,SK-COG-008,Research & Analysis,Recherche und Analyse,0.8,SK-COG-002,Problem Solving,Problemlösung,0.75,3
BN_2387,Engineer - Biotechnology,58691.0,tech,stays_with_you,Conducting experiments with microorganisms and cells.,Durchführen von Experimenten mit Mikroorganismen und Zellen.,SK-TEC-004,Lab & Research Methods,Labor- und Forschungsmethoden,0.95,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,0.8,SK-TEC-007,Measurement & Testing,Messen und Prüfen,0.75,3
BN_2388,Engineer - Biotechnology,58691.0,tech,ai_assisted,Develop and improve biotechnological devices.,Entwickeln und Verbessern von biotechnologischen Geräten.,SK-TEC-006,Materials & Manufacturing Processes,Werkstoffe und Fertigungsverfahren,0.9,SK-COG-002,Problem Solving,Problemlösung,0.85,SK-COG-004,Decision Making,Entscheidungsfindung,0.7,3
BN_2389,Engineer - Biotechnology,58691.0,tech,stays_with_you,Prepare and give lectures and seminars.,Vorbereiten und Halten von Vorlesungen und Seminaren.,SK-SOC-008,Teaching & Training,Lehren und Ausbilden,0.95,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.9,SK-SOC-012,Public Speaking & Presenting,Vorträge und Präsentationen,0.85,3
BN_2390,Engineer - Biotechnology,58691.0,tech,ai_assisted,Write research reports.,Verfassen von Forschungsberichten.,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.95,SK-COG-008,Research & Analysis,Recherche und Analyse,0.8,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,0.75,3
BN_2391,"Engineer for Glass, Ceramics, and Binders",59371.0,other,ai_assisted,Develop strategies for materials and find solutions for new requirements.,Strategien für Werkstoffe entwickeln und Lösungen für neue Anforderungen finden.,SK-COG-009,Strategic Thinking,Strategisches Denken,0.9,SK-TEC-006,Materials & Manufacturing Processes,Werkstoffe und Fertigungsverfahren,0.85,SK-COG-002,Problem Solving,Problemlösung,0.8,3
BN_2392,"Engineer for Glass, Ceramics, and Binders",59371.0,other,stays_with_you,Test materials with different methods to understand their structure and behavior and ensure quality.,"Werkstoffe mit verschiedenen Methoden prüfen, um ihre Struktur und ihr Verhalten zu verstehen und die Qualität zu sichern.",SK-OPS-001,Quality Control & Inspection,Qualitätskontrolle und Inspektion,0.9,SK-TEC-007,Measurement & Testing,Messen und Prüfen,0.85,SK-TEC-004,Lab & Research Methods,Labor- und Forschungsmethoden,0.8,3
BN_2393,"Engineer for Glass, Ceramics, and Binders",59371.0,other,ai_assisted,Plan and control the entire production process.,Den gesamten Produktionsprozess planen und steuern.,SK-OPS-016,Production Planning,Produktionsplanung,0.95,SK-OPS-002,Operations Management,Betriebsmanagement,0.9,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.75,3
BN_2394,"Engineer for Glass, Ceramics, and Binders",59371.0,other,high_ai_potential,Monitor manufacturing processes and improve quality and cost-effectiveness.,Fertigungsverfahren überwachen und die Qualität sowie die Wirtschaftlichkeit verbessern.,SK-OPS-020,Monitoring & Surveillance,Überwachung und Kontrolle,0.95,SK-OPS-001,Quality Control & Inspection,Qualitätskontrolle und Inspektion,0.9,SK-TEC-006,Materials & Manufacturing Processes,Werkstoffe und Fertigungsverfahren,0.85,3
BN_2395,"Engineer for Glass, Ceramics, and Binders",59371.0,other,high_ai_potential,Find suppliers for raw materials.,Lieferanten finden.,SK-OPS-004,Procurement & Purchasing,Beschaffung und Einkauf,0.95,SK-COG-004,Decision Making,Entscheidungsfindung,0.75,,,,,2
BN_2396,"Engineer for Glass, Ceramics, and Binders",59371.0,other,stays_with_you,"Prepare and conduct lectures and seminars, as well as administer exams.",Vorlesungen und Seminare vorbereiten und durchführen sowie Prüfungen abnehmen.,SK-SOC-008,Teaching & Training,Lehren und Ausbilden,0.95,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.85,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.8,3
BN_2397,"Engineer for Glass, Ceramics, and Binders",59371.0,other,ai_assisted,Write research reports.,Forschungsberichte schreiben.,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.95,SK-COG-008,Research & Analysis,Recherche und Analyse,0.85,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.75,3
BN_2398,Environmental Protection and Environmental Engineering Engineer,8199.0,other,high_ai_potential,Create ecological balances and assess the environmental impacts of a product.,Ökobilanzen erstellen und die Umweltauswirkungen eines Produkts bewerten.,SK-COG-013,Evaluating Processes & Systems,Prozesse und Systeme bewerten,0.9,SK-OPS-011,Environmental Management,Umweltmanagement,0.85,SK-COG-010,Risk Assessment,Risikobewertung,0.75,3
BN_2399,Environmental Protection and Environmental Engineering Engineer,8199.0,other,automatable,Create technical documents.,Technische Unterlagen anfertigen.,SK-TEC-005,Technical Documentation,Technische Dokumentation,0.95,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.8,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.75,3
BN_2400,Environmental Protection and Environmental Engineering Engineer,8199.0,other,ai_assisted,Develop measures for water protection and fire protection and support environmental officers.,Maßnahmen zum Gewässerschutz und Brandschutz entwickeln und die Umweltschutzbeauftragten unterstützen.,SK-OPS-011,Environmental Management,Umweltmanagement,0.9,SK-COG-010,Risk Assessment,Risikobewertung,0.8,SK-DOM-006,Policy & Regulation Development,Richtlinien- und Regelungsentwicklung,0.75,3
BN_2401,Environmental Protection and Environmental Engineering Engineer,8199.0,other,ai_assisted,Implement environmental law in administration and participate in approval processes.,Das Umweltrecht in der Verwaltung umsetzen und bei Genehmigungsverfahren mitarbeiten.,SK-DOM-001,Legal Knowledge & Application,Rechtskenntnisse und -anwendung,0.95,SK-DOM-002,Regulatory Compliance,Regulatorische Compliance,0.9,SK-DOM-010,Public Administration,Öffentliche Verwaltung,0.85,3
BN_2402,Environmental Protection and Environmental Engineering Engineer,8199.0,other,stays_with_you,"Create informational materials, monitor developments in the environmental and energy sector, and prepare and give presentations.","Informationsmaterialien erstellen, Entwicklungen in der Umwelt- und Energiebranche beobachten und Vorträge vorbereiten und halten.",SK-SOC-012,Public Speaking & Presenting,Vorträge und Präsentationen,0.9,SK-SOC-019,Training Material Development,Schulungsmaterial entwickeln,0.85,SK-OPS-020,Monitoring & Surveillance,Überwachung und Kontrolle,0.75,3
BN_2403,Environmental Protection and Environmental Engineering Engineer,8199.0,other,stays_with_you,"Plan and conduct lectures and seminars, as well as review lessons.",Vorlesungen und Seminare planen und durchführen sowie Unterricht nachbereiten.,SK-SOC-008,Teaching & Training,Lehren und Ausbilden,0.95,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.85,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.8,3
BN_2404,Environmental Protection and Environmental Engineering Engineer,8199.0,other,ai_assisted,Write research reports.,Forschungsberichte schreiben.,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.95,SK-COG-008,Research & Analysis,Recherche und Analyse,0.85,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.75,3
BN_2405,Engineering Educator,126577.0,other,ai_assisted,develop new training and examination regulations and revise existing ones.,neue Ausbildungs- und Prüfungsordnungen entwickeln und bestehende Regelungen überarbeiten.,SK-DOM-006,Policy & Regulation Development,Richtlinien- und Regelungsentwicklung,0.95,SK-DOM-008,Education Program Design,Bildungsprogramm-Gestaltung,0.85,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.75,3
BN_2406,Engineering Educator,126577.0,other,stays_with_you,advise on training and education opportunities.,bei Aus- und Weiterbildungsmöglichkeiten beraten.,SK-SOC-010,Counseling & Guidance,Beratung und Begleitung,0.9,,,,,,,,,1
BN_2407,Engineering Educator,126577.0,other,stays_with_you,collaborate on the creation of textbooks and teaching materials.,bei der Erstellung von Schulbüchern und Lehrmaterialien mitarbeiten.,SK-SOC-019,Training Material Development,Schulungsmaterial entwickeln,0.9,SK-DOM-008,Education Program Design,Bildungsprogramm-Gestaltung,0.8,SK-SOC-006,Teamwork & Collaboration,Teamarbeit und Zusammenarbeit,0.75,3
BN_2408,Engineering Educator,126577.0,other,stays_with_you,"prepare and hold lectures and seminars, as well as review lessons and conduct exams.",Vorlesungen und Seminare vorbereiten und halten sowie Unterricht nachbereiten und Prüfungen abnehmen.,SK-SOC-008,Teaching & Training,Lehren und Ausbilden,0.95,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.85,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.8,3
BN_2409,Engineering Educator,126577.0,other,ai_assisted,Write research reports.,Forschungsberichte schreiben.,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.95,SK-COG-008,Research & Analysis,Recherche und Analyse,0.85,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.75,3
BN_2410,Interior Architect,100517.0,other,ai_assisted,Consider accessibility in interior design plans.,Barrierefreiheit berücksichtigen.,SK-DOM-002,Regulatory Compliance,Regulatorische Compliance,0.85,SK-DOM-001,Legal Knowledge & Application,Rechtskenntnisse und -anwendung,0.75,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.7,3
BN_2411,Interior Architect,100517.0,other,ai_assisted,Create permits and plans.,Genehmigungen und Pläne erstellen.,SK-DOM-001,Legal Knowledge & Application,Rechtskenntnisse und -anwendung,0.9,SK-DOM-002,Regulatory Compliance,Regulatorische Compliance,0.85,SK-DOM-006,Policy & Regulation Development,Richtlinien- und Regelungsentwicklung,0.75,3
