job_code,job_title,job_title_en,category_code,sector_code,sector_name,adjustment_type,onet_source,reliability,total,human_centric_pct,ai_assisted_pct,agentic_potential_pct,high_automation_pct,mixed_pct,dominant_category,adjustment_applied
71522-101,Personaldisponent/in,HR Coordinator,71522,7,Business & Administration,none,,HIGH,9.0,44.4,22.2,22.2,11.1,0.0,Human-Centric,none
71514-100,Personalentwickler/in,HR Developer,71514,7,Business & Administration,none,,HIGH,12.0,58.3,41.7,0.0,0.0,0.0,Human-Centric,none
71524-111,Personalreferent/in,HR Officer,71524,7,Business & Administration,none,,HIGH,14.0,64.3,21.4,14.3,0.0,0.0,Human-Centric,none
71512-100,Personalsachbearbeiter/in,HR Administrator,71512,7,Business & Administration,none,,HIGH,8.0,25.0,12.5,12.5,50.0,0.0,High Automation,none
71432-102,Phonotypist/in,Phonotypist,71432,7,Business & Administration,none,,HIGH,6.0,33.3,0.0,33.3,33.3,0.0,Human-Centric,none
73223-118,Praxismanager/in,Practice Manager,73223,7,Business & Administration,none,,HIGH,10.0,20.0,30.0,50.0,0.0,0.0,Agentic Potential,none
71393-121,Product Owner,Product Owner,71393,7,Business & Administration,none,,HIGH,12.0,58.3,33.3,8.3,0.0,0.0,Human-Centric,none
71402-130,Projektassistent/in,Project Assistant,71402,7,Business & Administration,none,,HIGH,9.0,33.3,11.1,22.2,22.2,11.1,Human-Centric,none
71393-102,Projektleiter/in,Project Manager,71393,7,Business & Administration,none,,HIGH,12.0,58.3,33.3,8.3,0.0,0.0,Human-Centric,none
72144-104,Rating-Analyst/in,Rating Analyst,72144,7,Business & Administration,none,,HIGH,15.0,6.7,80.0,6.7,0.0,6.7,AI-Assisted,none
72214-100,Rechnungsprüfer/in,Invoice Auditor,72214,7,Business & Administration,onet_social_added,Accountants and Auditors,ADJUSTED_ONET,8.0,22.6,77.4,0.0,0.0,0.0,AI-Assisted,onet_soft_skill
73134-101,Rechtsanwalt/Rechtsanwältin,Lawyer/Attorney,73134,7,Business & Administration,onet_tie_broken,Lawyers,ADJUSTED_ONET,16.0,50.0,50.0,0.0,0.0,0.0,Human-Centric,none
73112-103,Rechtsanwalts- und Notarfachangestellte/r,Legal and Notary Assistant,73112,7,Business & Administration,none,,HIGH,11.0,18.2,54.5,0.0,27.3,0.0,AI-Assisted,none
73112-107,Rechtsanwalts- und Notargehilfe/-gehilfin,Legal and Notary Clerk,73112,7,Business & Administration,none,,HIGH,11.0,18.2,54.5,0.0,27.3,0.0,AI-Assisted,none
73112-100,Rechtsanwaltsfachangestellte/r,Legal Assistant,73112,7,Business & Administration,none,,HIGH,11.0,18.2,54.5,0.0,27.3,0.0,AI-Assisted,none
73112-108,Rechtsanwaltsgehilfe/-gehilfin,Legal Clerk,73112,7,Business & Administration,none,,HIGH,11.0,18.2,54.5,0.0,27.3,0.0,AI-Assisted,none
73183-101,Rechtsbeistand,Legal Counsel,73183,7,Business & Administration,none,,HIGH,11.0,45.5,45.5,0.0,0.0,9.1,Human-Centric,none
73112-104,Rechtsbeistandsgehilfe/-gehilfin,Legal Counsel Assistant,73112,7,Business & Administration,none,,HIGH,11.0,18.2,54.5,0.0,27.3,0.0,AI-Assisted,none
73253-100,Rechtspfleger/in,Court Clerk,73253,7,Business & Administration,none,,HIGH,14.0,28.6,35.7,7.1,14.3,14.3,AI-Assisted,none
73183-100,Rechtsschutzbeauftragte/r,Legal Protection Officer,73183,7,Business & Administration,none,,HIGH,11.0,45.5,45.5,0.0,0.0,9.1,Human-Centric,none
71523-100,Recruiter,Recruiter,71523,7,Business & Administration,none,,HIGH,8.0,25.0,12.5,62.5,0.0,0.0,Agentic Potential,none
73312-100,Registrator/in,Registrar,73312,7,Business & Administration,none,,HIGH,11.0,45.5,18.2,18.2,18.2,0.0,Human-Centric,none
73394-103,Registraturleiter/in,Registry Manager,73394,7,Business & Administration,onet_tie_broken,Database Administrators,ADJUSTED_ONET,12.0,50.0,16.7,33.3,0.0,0.0,Human-Centric,none
71524-108,Relocation-Specialist/-Manager/in,Relocation Specialist/Manager,71524,7,Business & Administration,none,,HIGH,14.0,64.3,21.4,14.3,0.0,0.0,Human-Centric,none
72124-104,Rentenberater/in,Pension Advisor,72124,7,Business & Administration,none,,HIGH,11.0,36.4,63.6,0.0,0.0,0.0,AI-Assisted,none
71523-101,Researcher/Personalvermittler/in,Researcher/Recruiter,71523,7,Business & Administration,none,,HIGH,8.0,25.0,12.5,62.5,0.0,0.0,Agentic Potential,none
72243-100,"Revisionsassistent/in (Bank, Sparkasse)","Audit Assistant (Bank, Savings Bank)",72243,7,Business & Administration,onet_social_added,Accountants and Auditors,ADJUSTED_ONET,8.0,22.6,58.0,19.4,0.0,0.0,AI-Assisted,onet_soft_skill
72244-107,Revisor/in,Auditor,72244,7,Business & Administration,onet_social_added,Accountants and Auditors,ADJUSTED_ONET,6.0,22.6,77.4,0.0,0.0,0.0,AI-Assisted,onet_soft_skill
73154-100,Richter/in,Judge,73154,7,Business & Administration,none,,MEDIUM,9.0,22.2,33.3,0.0,0.0,44.4,AI-Assisted,none
72144-103,Risk-Manager/in,Risk Manager,72144,7,Business & Administration,none,,HIGH,15.0,6.7,80.0,6.7,0.0,6.7,AI-Assisted,none
72132-109,Schadensregulierer/in (Versicherung),Claims Adjuster (Insurance),72132,7,Business & Administration,none,,HIGH,15.0,60.0,33.3,6.7,0.0,0.0,Human-Centric,none
71423-107,Schriftdolmetscher/in,Written Translator/Interpreter,71423,7,Business & Administration,none,,HIGH,7.0,28.6,57.1,0.0,14.3,0.0,AI-Assisted,none
71402-114,Sekretär/in,Secretary,71402,7,Business & Administration,none,,HIGH,9.0,33.3,11.1,22.2,22.2,11.1,Human-Centric,none
71403-114,Sekretär/in (Weiterbildung),Secretary (Continuing Education),71403,7,Business & Administration,none,,HIGH,7.0,28.6,14.3,57.1,0.0,0.0,Agentic Potential,none
73222-105,Sekretär/in - Gesundheitswesen,Secretary - Healthcare,73222,7,Business & Administration,none,,HIGH,7.0,28.6,42.9,0.0,28.6,0.0,AI-Assisted,none
73212-100,Sozialversicherungsfachangestellte/r - Allg. Krankenversich.,Social Insurance Specialist - General Health Insurance,73212,7,Business & Administration,none,,HIGH,10.0,40.0,50.0,0.0,10.0,0.0,AI-Assisted,none
73212-104,Sozialversicherungsfachangestellte/r - Knappsch. Sozialvers.,Social Insurance Specialist - Miners' Social Insurance,73212,7,Business & Administration,none,,HIGH,10.0,40.0,50.0,0.0,10.0,0.0,AI-Assisted,none
73212-105,Sozialversicherungsfachangestellte/r - Landwirt. Sozialvers.,Social Insurance Specialist - Agricultural Social Insurance,73212,7,Business & Administration,none,,HIGH,10.0,40.0,50.0,0.0,10.0,0.0,AI-Assisted,none
73212-102,Sozialversicherungsfachangestellte/r - Rentenversicherung,Social Insurance Specialist - Pension Insurance,73212,7,Business & Administration,none,,HIGH,10.0,40.0,50.0,0.0,10.0,0.0,AI-Assisted,none
73212-101,Sozialversicherungsfachangestellte/r - Unfallversicherung,Social Insurance Specialist - Accident Insurance,73212,7,Business & Administration,none,,HIGH,10.0,40.0,50.0,0.0,10.0,0.0,AI-Assisted,none
72113-108,Sparkassenbetriebswirt/in,Savings Bank Business Administrator,72113,7,Business & Administration,none,,HIGH,15.0,20.0,66.7,6.7,0.0,6.7,AI-Assisted,none
72113-110,Sparkassenfachwirt/in,Savings Bank Specialist,72113,7,Business & Administration,none,,HIGH,15.0,20.0,66.7,6.7,0.0,6.7,AI-Assisted,none
72112-104,Sparkassenkaufmann/-frau,Savings Bank Clerk,72112,7,Business & Administration,none,,HIGH,13.0,46.2,46.2,0.0,7.7,0.0,Human-Centric,none
73144-100,Staatsanwalt/-anwältin,Prosecutor,73144,7,Business & Administration,none,,HIGH,15.0,46.7,40.0,0.0,13.3,0.0,Human-Centric,none
71214-106,Stadtrat/-rätin,City Councilor,71214,7,Business & Administration,none,,HIGH,14.0,85.7,14.3,0.0,0.0,0.0,Human-Centric,none
71432-100,Stenotypist/in,Stenotypist,71432,7,Business & Administration,none,,HIGH,6.0,33.3,0.0,33.3,33.3,0.0,Human-Centric,none
72304-100,Steuerberater/in,Tax Advisor,72304,7,Business & Administration,none,,HIGH,9.0,33.3,55.6,0.0,0.0,11.1,AI-Assisted,none
72304-101,Steuerbevollmächtigte/r,Tax Representative,72304,7,Business & Administration,none,,HIGH,9.0,33.3,55.6,0.0,0.0,11.1,AI-Assisted,none
72302-100,Steuerfachangestellte/r,Tax Assistant,72302,7,Business & Administration,none,,HIGH,7.0,0.0,85.7,0.0,14.3,0.0,AI-Assisted,none
73342-104,Study-Nurse,Study Nurse,73342,7,Business & Administration,onet_social_added,Registered Nurses,ADJUSTED_ONET,11.0,26.1,73.9,0.0,0.0,0.0,AI-Assisted,onet_soft_skill
73134-106,Syndikus-Anwalt/-Anwältin,In-house Counsel,73134,7,Business & Administration,onet_tie_broken,Lawyers,ADJUSTED_ONET,16.0,50.0,50.0,0.0,0.0,0.0,Human-Centric,none
71303-109,Technische/r Betriebswirt/in (Weiterbildung),Technical Business Administrator (Continuing Education),71303,7,Business & Administration,none,,HIGH,10.0,20.0,40.0,30.0,10.0,0.0,AI-Assisted,none
71303-185,Technische/r Betriebswirt/in - Handwerk,Technical Business Administrator - Crafts,71303,7,Business & Administration,none,,HIGH,10.0,20.0,40.0,30.0,10.0,0.0,AI-Assisted,none
71303-115,Technische/r Fachwirt/in,Technical Specialist,71303,7,Business & Administration,none,,HIGH,10.0,20.0,40.0,30.0,10.0,0.0,AI-Assisted,none
71104-117,Technische/r Geschäftsführer/in,Technical Managing Director,71104,7,Business & Administration,none,,HIGH,12.0,41.7,41.7,8.3,0.0,8.3,Human-Centric,none
71303-104,Technische/r Kaufmann/-frau,Technical Sales Representative,71303,7,Business & Administration,none,,HIGH,10.0,20.0,40.0,30.0,10.0,0.0,AI-Assisted,none
71452-105,Telefonauskunft,Directory Assistance Operator,71452,7,Business & Administration,none,,HIGH,6.0,50.0,0.0,16.7,33.3,0.0,Human-Centric,none
73342-103,Telemedizinische/r Assistent/in,Telemedicine Assistant,73342,7,Business & Administration,onet_social_added,Registered Nurses,ADJUSTED_ONET,11.0,26.1,73.9,0.0,0.0,0.0,AI-Assisted,onet_soft_skill
72244-104,Treuhänder/in,Trustee,72244,7,Business & Administration,onet_social_added,Lawyers,ADJUSTED_ONET,6.0,27.4,72.6,0.0,0.0,0.0,AI-Assisted,onet_soft_skill
72133-113,Underwriter (Versicherung),Underwriter (Insurance),72133,7,Business & Administration,none,,HIGH,14.0,50.0,28.6,14.3,0.0,7.1,Human-Centric,none
71324-100,Unternehmensberater/in,Management Consultant,71324,7,Business & Administration,none,,HIGH,9.0,44.4,55.6,0.0,0.0,0.0,AI-Assisted,none
72144-102,Venture-Capitalist,Venture Capitalist,72144,7,Business & Administration,none,,HIGH,15.0,6.7,80.0,6.7,0.0,6.7,AI-Assisted,none
71224-100,Verbandsgeschäftsführer/in,Association Executive Director,71224,7,Business & Administration,none,,HIGH,11.0,63.6,36.4,0.0,0.0,0.0,Human-Centric,none
71522-100,Vermittler/in,Intermediary/Broker,71522,7,Business & Administration,none,,HIGH,9.0,44.4,22.2,22.2,11.1,0.0,Human-Centric,none
72124-108,Vermögensberater/in,Wealth Advisor,72124,7,Business & Administration,none,,HIGH,11.0,36.4,63.6,0.0,0.0,0.0,AI-Assisted,none
72132-110,Versicherungsantragsbearbeiter/in,Insurance Application Processor,72132,7,Business & Administration,none,,HIGH,15.0,60.0,33.3,6.7,0.0,0.0,Human-Centric,none
72134-103,Versicherungsberater/in,Insurance Advisor,72134,7,Business & Administration,onet_tie_broken,Actuaries,ADJUSTED_ONET,10.0,50.0,50.0,0.0,0.0,0.0,Human-Centric,none
72224-103,Versicherungskalkulator/in,Insurance Calculator/Actuary,72224,7,Business & Administration,none,,HIGH,8.0,0.0,62.5,25.0,12.5,0.0,AI-Assisted,none
72132-107,Versicherungskaufmann/-frau,Insurance Clerk,72132,7,Business & Administration,none,,HIGH,15.0,60.0,33.3,6.7,0.0,0.0,Human-Centric,none
72132-111,Versicherungsleistungssachbearbeiter/in,Insurance Claims Processor,72132,7,Business & Administration,none,,HIGH,15.0,60.0,33.3,6.7,0.0,0.0,Human-Centric,none
72133-115,Versicherungsmakler/in,Insurance Broker,72133,7,Business & Administration,none,,HIGH,14.0,50.0,28.6,14.3,0.0,7.1,Human-Centric,none
72133-112,Versicherungsprüfer/in,Insurance Examiner,72133,7,Business & Administration,none,,HIGH,14.0,50.0,28.6,14.3,0.0,7.1,Human-Centric,none
72132-112,Versicherungsvertragsverwalter/in,Insurance Contract Administrator,72132,7,Business & Administration,none,,HIGH,15.0,60.0,33.3,6.7,0.0,0.0,Human-Centric,none
72133-111,Versicherungsvertreter/in,Insurance Agent,72133,7,Business & Administration,none,,HIGH,14.0,50.0,28.6,14.3,0.0,7.1,Human-Centric,none
73184-106,Vertragsberater/in,Contract Advisor,73184,7,Business & Administration,none,,HIGH,15.0,33.3,53.3,0.0,0.0,13.3,AI-Assisted,none
72234-102,Vertriebscontroller/in,Sales Controller,72234,7,Business & Administration,none,,HIGH,12.0,8.3,91.7,0.0,0.0,0.0,AI-Assisted,none
73222-110,"Verwaltungsangestellte/r - Krankenk.,Krankenhäuser, Kliniken",Administrative Employee - Health Insurance/Hospitals/Clinics,73222,7,Business & Administration,none,,HIGH,7.0,28.6,42.9,0.0,28.6,0.0,AI-Assisted,none
73203-111,Verwaltungsangestellte/r - gehobener Dienst,Administrative Employee - Senior Service,73203,7,Business & Administration,none,,HIGH,8.0,37.5,50.0,12.5,0.0,0.0,AI-Assisted,none
73204-101,Verwaltungsangestellte/r - höherer Dienst,Administrative Employee - Higher Service,73204,7,Business & Administration,onet_social_added,Management Analysts,ADJUSTED_ONET,4.0,25.9,74.1,0.0,0.0,0.0,AI-Assisted,onet_soft_skill
73202-104,Verwaltungsfachangestellte/r - Bundesverwaltung,Administrative Specialist - Federal Administration,73202,7,Business & Administration,none,,HIGH,6.0,33.3,66.7,0.0,0.0,0.0,AI-Assisted,none
73282-105,Verwaltungsfachangestellte/r - HWK und IHK,Administrative Specialist - Chamber of Crafts and Commerce,73282,7,Business & Administration,none,,HIGH,7.0,0.0,28.6,28.6,42.9,0.0,High Automation,none
73282-103,Verwaltungsfachangestellte/r - Kirchenverwalt. -ev. Kirche,Administrative Specialist - Church Administration (Protestant),73282,7,Business & Administration,none,,HIGH,7.0,0.0,28.6,28.6,42.9,0.0,High Automation,none
73282-108,Verwaltungsfachangestellte/r - Kirchenverwalt. -kath. Kirche,Administrative Specialist - Church Administration (Catholic),73282,7,Business & Administration,none,,HIGH,7.0,0.0,28.6,28.6,42.9,0.0,High Automation,none
73202-102,Verwaltungsfachangestellte/r - Kommunalverwaltung,Administrative Specialist - Municipal Administration,73202,7,Business & Administration,none,,HIGH,6.0,33.3,66.7,0.0,0.0,0.0,AI-Assisted,none
73202-106,Verwaltungsfachangestellte/r - Landesverwaltung,Administrative Specialist - State Administration,73202,7,Business & Administration,none,,HIGH,6.0,33.3,66.7,0.0,0.0,0.0,AI-Assisted,none
73184-103,Verwaltungsjurist/in,Administrative Lawyer,73184,7,Business & Administration,none,,HIGH,15.0,33.3,53.3,0.0,0.0,13.3,AI-Assisted,none
73294-123,Verwaltungsleiter/in (Krankenhaus),Hospital Administrator,73294,7,Business & Administration,none,,HIGH,18.0,38.9,38.9,5.6,0.0,16.7,Human-Centric,none
73204-114,Verwaltungswirt/in / Verwaltungsbetriebswirt/in,Administrative Economist/Business Administrator,73204,7,Business & Administration,onet_social_added,Management Analysts,ADJUSTED_ONET,4.0,25.9,74.1,0.0,0.0,0.0,AI-Assisted,onet_soft_skill
73204-115,Verwaltungswissenschaftler/in,Administrative Scientist,73204,7,Business & Administration,onet_social_added,Computer and Information Research Scientists,ADJUSTED_ONET,4.0,22.9,77.1,0.0,0.0,0.0,AI-Assisted,onet_soft_skill
71104-125,Vorstand/Vorständin,Executive Board Member/CEO,71104,7,Business & Administration,none,,HIGH,12.0,41.7,41.7,8.3,0.0,8.3,Human-Centric,none
71382-100,"Werkgehilfe/-gehilfin-Schmuckwarenind.,Taschen-,Armbanduhren","Assistant - Jewelry, Bags, Watches Industry",71382,7,Business & Administration,none,,HIGH,6.0,16.7,50.0,16.7,16.7,0.0,AI-Assisted,none
72144-101,Wertpapieranalyst/in,Securities Analyst,72144,7,Business & Administration,none,,HIGH,15.0,6.7,80.0,6.7,0.0,6.7,AI-Assisted,none
72123-113,Wertpapiersachbearbeiter/in,Securities Clerk,72123,7,Business & Administration,none,,HIGH,11.0,18.2,81.8,0.0,0.0,0.0,AI-Assisted,none
71333-101,Wirtschaftsförder(er/in),Economic Development Officer,71333,7,Business & Administration,none,,HIGH,8.0,62.5,37.5,0.0,0.0,0.0,Human-Centric,none
73184-120,Wirtschaftsjurist/in,Business Lawyer,73184,7,Business & Administration,none,,HIGH,15.0,33.3,53.3,0.0,0.0,13.3,AI-Assisted,none
72244-105,Wirtschaftsprüfer/in,Auditor/Certified Public Accountant,72244,7,Business & Administration,onet_social_added,Accountants and Auditors,ADJUSTED_ONET,6.0,22.6,77.4,0.0,0.0,0.0,AI-Assisted,onet_soft_skill
72243-106,Wirtschaftsprüfungsassistent/in,Audit Assistant,72243,7,Business & Administration,onet_social_added,Accountants and Auditors,ADJUSTED_ONET,8.0,22.6,58.0,19.4,0.0,0.0,AI-Assisted,onet_soft_skill
71423-100,Wirtschaftsübersetzer/in,Business Translator,71423,7,Business & Administration,none,,HIGH,7.0,28.6,57.1,0.0,14.3,0.0,AI-Assisted,none
73222-106,Zahnarztsekretär/in,Dental Secretary,73222,7,Business & Administration,none,,HIGH,7.0,28.6,42.9,0.0,28.6,0.0,AI-Assisted,none
73223-101,Zahnmedizinische/r Verwaltungsassistent/in,Dental Administrative Assistant,73223,7,Business & Administration,none,,HIGH,10.0,20.0,30.0,50.0,0.0,0.0,Agentic Potential,none
73224-107,Ökonom/in (Hochschule) - Betriebsw. d. Gesundh.-/Sozialwes.,Economist (University) - Healthcare/Social Services Business Administration,73224,7,Business & Administration,none,,HIGH,9.0,44.4,55.6,0.0,0.0,0.0,AI-Assisted,none
83333-102,Abt/Äbtissin,Abbot/Abbess,83333,8,Health & Education,onet_technical_added,DEFAULT,ADJUSTED_ONET,7.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
84553-110,Aerobic-Trainer/in,Aerobics Instructor,84553,8,Health & Education,none,,HIGH,7.0,85.7,14.3,0.0,0.0,0.0,Human-Centric,none
81454-102,Algesiologe/Algesiologin,Pain Specialist/Algesiologist,81454,8,Health & Education,none,,HIGH,15.0,73.3,26.7,0.0,0.0,0.0,Human-Centric,none
82102-101,Altenpfleger/in,Geriatric Nurse,82102,8,Health & Education,none,,HIGH,9.0,77.8,22.2,0.0,0.0,0.0,Human-Centric,none
81723-104,Altentherapeut/in,Geriatric Therapist,81723,8,Health & Education,none,,HIGH,17.0,88.2,11.8,0.0,0.0,0.0,Human-Centric,none
82182-101,Ambulante/r Pfleger/in,Outpatient Nurse,82182,8,Health & Education,onet_technical_added,Registered Nurses,ADJUSTED_ONET,3.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
81382-103,Ambulanzschwester/-pfleger,Ambulance Nurse,81382,8,Health & Education,none,,HIGH,11.0,81.8,18.2,0.0,0.0,0.0,Human-Centric,none
83332-101,Angehörige/r geistlicher Orden u. Mutterhäuser,Member of Religious Order/Congregation,83332,8,Health & Education,none,,HIGH,6.0,83.3,0.0,0.0,0.0,16.7,Human-Centric,none
81332-104,Anästhesietechnische/r Assistent/in,Anesthesia Technical Assistant,81332,8,Health & Education,none,,HIGH,9.0,88.9,11.1,0.0,0.0,0.0,Human-Centric,none
81894-100,Apothekenleiter/in,Pharmacy Manager,81894,8,Health & Education,none,,HIGH,11.0,72.7,27.3,0.0,0.0,0.0,Human-Centric,none
81804-105,Apotheker/in,Pharmacist,81804,8,Health & Education,none,,HIGH,18.0,72.2,27.8,0.0,0.0,0.0,Human-Centric,none
81822-108,Apothekerassistent/in,Pharmacy Assistant,81822,8,Health & Education,none,,HIGH,10.0,90.0,0.0,0.0,10.0,0.0,Human-Centric,none
83133-123,Arbeitserzieher/in,Work Educator,83133,8,Health & Education,none,,HIGH,14.0,92.9,0.0,0.0,0.0,7.1,Human-Centric,none
81183-101,Arbeitsmedizinische/r Assistent/in,Occupational Medicine Assistant,81183,8,Health & Education,none,,HIGH,10.0,60.0,20.0,0.0,10.0,10.0,Human-Centric,none
81614-100,Arbeitspsychologe/-psychologin,Occupational Psychologist,81614,8,Health & Education,none,,HIGH,13.0,15.4,69.2,0.0,0.0,15.4,AI-Assisted,none
81404-107,Arzt/Ärztin,Doctor/Physician,81404,8,Health & Education,none,,HIGH,10.0,70.0,20.0,0.0,0.0,10.0,Human-Centric,none
81333-100,Arztassistent/in / Physician Assistant,Physician Assistant,81333,8,Health & Education,none,,HIGH,5.0,80.0,20.0,0.0,0.0,0.0,Human-Centric,none
81103-100,Arztfachhelfer/in,Medical Specialist Assistant,81103,8,Health & Education,none,,HIGH,9.0,77.8,22.2,0.0,0.0,0.0,Human-Centric,none
81102-102,Arzthelfer/in,Medical Assistant,81102,8,Health & Education,none,,HIGH,9.0,77.8,22.2,0.0,0.0,0.0,Human-Centric,none
82222-100,Assistent/in - Gesundheitstourismus/-prophylaxe,Health Tourism/Prevention Assistant,82222,8,Health & Education,onet_technical_added,Registered Nurses,ADJUSTED_ONET,9.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
81404-105,Assistenzarzt/-ärztin,Resident Physician,81404,8,Health & Education,none,,HIGH,10.0,70.0,20.0,0.0,0.0,10.0,Human-Centric,none
81474-101,Assistenzzahnarzt/-ärztin,Dental Resident,81474,8,Health & Education,none,,HIGH,15.0,80.0,20.0,0.0,0.0,0.0,Human-Centric,none
81733-105,"Atem-, Sprech- und Stimmlehrer/in","Breathing, Speech and Voice Teacher",81733,8,Health & Education,none,,HIGH,14.0,78.6,7.1,0.0,0.0,14.3,Human-Centric,none
81733-103,Atemtherapeut/in,Respiratory Therapist,81733,8,Health & Education,none,,HIGH,14.0,78.6,7.1,0.0,0.0,14.3,Human-Centric,none
82522-101,Augenoptiker/in,Optician,82522,8,Health & Education,onet_technical_added,DEFAULT,ADJUSTED_ONET,9.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
82523-100,Augenoptiker/in (Weiterbildung),Optician (Continuing Education),82523,8,Health & Education,none,,HIGH,11.0,90.9,9.1,0.0,0.0,0.0,Human-Centric,none
82522-103,Augenoptiker/in - Beratung und Verkauf,Optician - Consulting and Sales,82522,8,Health & Education,onet_technical_added,DEFAULT,ADJUSTED_ONET,9.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
82522-102,Augenoptiker/in - Werkstatt,Optician - Workshop,82522,8,Health & Education,onet_technical_added,DEFAULT,ADJUSTED_ONET,9.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
82593-102,Augenoptikermeister/in,Master Optician,82593,8,Health & Education,none,,HIGH,8.0,75.0,25.0,0.0,0.0,0.0,Human-Centric,none
84223-170,Aus- und Weiterbildungspädagoge/-pädagogin,Training and Continuing Education Pedagogue,84223,8,Health & Education,none,,HIGH,13.0,46.2,38.5,15.4,0.0,0.0,Human-Centric,none
84223-137,Ausbilder/in - Anerkannte Ausbildungsberufe,Trainer - Recognized Training Occupations,84223,8,Health & Education,none,,HIGH,13.0,46.2,38.5,15.4,0.0,0.0,Human-Centric,none
84483-110,Ausbilder/in - Erste Hilfe,Trainer - First Aid,84483,8,Health & Education,none,,HIGH,10.0,60.0,10.0,10.0,10.0,10.0,Human-Centric,none
84223-124,Ausbilder/in - Pharmareferenten/-innen,Trainer - Pharmaceutical Representatives,84223,8,Health & Education,none,,HIGH,13.0,46.2,38.5,15.4,0.0,0.0,Human-Centric,none
84223-105,Ausbildungsmeister/in,Training Master,84223,8,Health & Education,none,,HIGH,13.0,46.2,38.5,15.4,0.0,0.0,Human-Centric,none
82283-102,Bachelor of Science - Ökotrophologie,Bachelor of Science - Nutritional Sciences,82283,8,Health & Education,none,,HIGH,9.0,55.6,22.2,22.2,0.0,0.0,Human-Centric,none
83132-100,Behindertenpfleger/in,Disability Care Worker,83132,8,Health & Education,onet_technical_added,DEFAULT,ADJUSTED_ONET,10.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
84184-101,Beratungslehrer/in,Counseling Teacher,84184,8,Health & Education,none,,HIGH,8.0,62.5,12.5,12.5,0.0,12.5,Human-Centric,none
83124-167,Berufseinstiegsbegleiter/in,Career Entry Companion,83124,8,Health & Education,none,,HIGH,18.0,88.9,11.1,0.0,0.0,0.0,Human-Centric,none
84224-109,Berufspädagoge/-pädagogin,Vocational Pedagogue,84224,8,Health & Education,none,,HIGH,7.0,57.1,42.9,0.0,0.0,0.0,Human-Centric,none
84503-101,Berufstrainer/in - Sport,Professional Trainer - Sports,84503,8,Health & Education,none,,HIGH,6.0,66.7,16.7,16.7,0.0,0.0,Human-Centric,none
82493-101,Bestattermeister/in,Master Funeral Director,82493,8,Health & Education,none,,HIGH,11.0,54.5,36.4,9.1,0.0,0.0,Human-Centric,none
82402-101,Bestattungsfachkraft,Funeral Services Specialist,82402,8,Health & Education,onet_technical_added,DEFAULT,ADJUSTED_ONET,7.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
82494-100,Bestattungsunternehmer/in,Funeral Director,82494,8,Health & Education,none,,HIGH,8.0,25.0,62.5,0.0,0.0,12.5,AI-Assisted,none
83122-100,Betreuungshelfer/in (Flüchtlingshilfe),Care Assistant (Refugee Aid),83122,8,Health & Education,none,,HIGH,10.0,80.0,10.0,10.0,0.0,0.0,Human-Centric,none
84144-119,Betreuungslehrer/in - allgemeinbildende Schulen,Supervising teacher - general education schools,84144,8,Health & Education,none,,HIGH,15.0,66.7,33.3,0.0,0.0,0.0,Human-Centric,none
84223-116,Betriebspädagoge/-pädagogin,Corporate educator,84223,8,Health & Education,none,,HIGH,13.0,46.2,38.5,15.4,0.0,0.0,Human-Centric,none
81342-105,Betriebssanitäter/in,Occupational first aid officer,81342,8,Health & Education,none,,HIGH,11.0,90.9,9.1,0.0,0.0,0.0,Human-Centric,none
83213-109,Betriebswirt/in (Fachschule) - Hauswirtschaft,Business administrator (vocational school) - home economics,83213,8,Health & Education,none,,HIGH,12.0,91.7,0.0,8.3,0.0,0.0,Human-Centric,none
83124-107,Bewährungshelfer/in,Probation officer,83124,8,Health & Education,none,,HIGH,18.0,88.9,11.1,0.0,0.0,0.0,Human-Centric,none
84404-104,Bildungsreferent/in,Education consultant,84404,8,Health & Education,none,,HIGH,10.0,80.0,20.0,0.0,0.0,0.0,Human-Centric,none
82322-100,Biokosmetiker/in,Bio-cosmetic specialist,82322,8,Health & Education,onet_technical_added,Registered Nurses,ADJUSTED_ONET,9.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
81213-110,Biomed. Fachanalytiker/in - Histologie und Zytopathologie,Biomedical analyst - histology and cytopathology,81213,8,Health & Education,onet_technical_added,DEFAULT,ADJUSTED_ONET,11.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
81213-102,Biomed. Fachanalytiker/in - Hämatologie,Biomedical analyst - hematology,81213,8,Health & Education,onet_technical_added,Statisticians,ADJUSTED_ONET,11.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
81213-108,"Biomed. Fachanalytiker/in - Immunhämatolog.,Transfusionsmed.","Biomedical analyst - immunohematology, transfusion medicine",81213,8,Health & Education,onet_technical_added,Registered Nurses,ADJUSTED_ONET,11.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
