task_id,occupation,berufenet_id,occupation_de,sector,task_text,paraphrase_de,label_5cat,PHYS,TPS,SIR,SPEC,VERIF,STD
BN_2753,Extra,,Komparse/Komparsin,other,Learn texts for speaking roles by heart.,Lerne Texte für Sprechrollen auswendig.,ai_assisted,0,0,0,1,1,1
BN_2754,Extra,,Komparse/Komparsin,other,Perform your assigned tasks and movements during filming or on stage.,Führe bei Dreharbeiten oder auf der Bühne die dir zugewiesenen Aufgaben und Bewegungen aus.,human_led,1,0,0,0,0,0
BN_2755,Economic Researcher,9760.0,Konjunkturforscher/in,other,Plan and conduct studies on the economic situation.,Untersuchungen zur Wirtschaftslage planen und durchführen.,human_led,0,0,1,2,1,1
BN_2756,Economic Researcher,9760.0,Konjunkturforscher/in,other,Decide whether to analyze the current economic situation or predict future developments.,"Fragen festlegen, ob die aktuelle Wirtschaftslage analysiert oder zukünftige Entwicklungen vorhergesagt werden sollen.",ai_assisted,0,0,0,1,1,1
BN_2757,Economic Researcher,9760.0,Konjunkturforscher/in,other,Determine methods and scope of data collection.,Methoden und Umfang der Datenerhebung festlegen.,ai_assisted,0,0,0,2,1,1
BN_2758,Economic Researcher,9760.0,Konjunkturforscher/in,other,Create questionnaires and interview guides.,Fragebögen und Interviewleitfäden erstellen.,human_led,0,0,1,2,1,1
BN_2759,Economic Researcher,9760.0,Konjunkturforscher/in,other,Select participants and distribute the survey materials.,Teilnehmer auswählen und die Erhebungsunterlagen verteilen.,high_ai_potential,0,0,0,2,2,2
BN_2760,Economic Researcher,9760.0,Konjunkturforscher/in,other,Analyze and evaluate data.,Daten analysieren und auswerten.,ai_assisted,0,0,0,1,2,1
BN_2761,Economic Researcher,9760.0,Konjunkturforscher/in,other,Prepare data in statistics and write reports.,Daten in Statistiken aufbereiten und Berichte schreiben.,automatable,0,0,0,3,3,3
BN_2762,Economic Researcher,9760.0,Konjunkturforscher/in,other,Publish data and share it with companies and media.,Daten veröffentlichen und an Unternehmen und Medien weitergeben.,high_ai_potential,0,0,0,2,2,2
BN_2763,Economic Researcher,9760.0,Konjunkturforscher/in,other,Advise economic policy institutions.,Wirtschaftspolitische Institutionen beraten.,human_led,0,0,1,1,1,1
BN_2764,Economic Researcher,9760.0,Konjunkturforscher/in,other,Provide assessments of the economic situation.,Einschätzungen zur wirtschaftlichen Lage abgeben.,ai_assisted,0,0,0,1,1,1
BN_2765,Economic Researcher,9760.0,Konjunkturforscher/in,other,Inform about economic cycles and make recommendations.,Über Wirtschaftszyklen informieren und Empfehlungen aussprechen.,ai_assisted,0,0,0,1,1,1
BN_2766,Economic Researcher,9760.0,Konjunkturforscher/in,other,Point out risks in the economy.,Auf Risiken in der Wirtschaft hinweisen.,ai_assisted,0,0,0,1,1,1
BN_2767,Economic Researcher,9760.0,Konjunkturforscher/in,other,Predict future changes.,Zukünftige Veränderungen vorhersagen.,ai_assisted,0,0,0,1,1,1
BN_2768,Economic Researcher,9760.0,Konjunkturforscher/in,other,Make recommendations for economic policy.,Empfehlungen für die Wirtschaftspolitik aussprechen.,ai_assisted,0,0,0,1,1,1
BN_2769,Consortium Advisor,6767.0,Konsortialreferent/in,other,Check projects and the financial situation of clients.,Projekte und die finanzielle Situation der Kunden prüfen.,high_ai_potential,0,0,0,2,2,2
BN_2770,Consortium Advisor,6767.0,Konsortialreferent/in,other,Help management with important numbers and make decisions.,Der Geschäftsleitung mit wichtigen Zahlen helfen und Entscheidungen treffen.,ai_assisted,0,0,0,1,1,1
BN_2771,Consortium Advisor,6767.0,Konsortialreferent/in,other,Talk to potential partners and negotiate contracts.,Mit potenziellen Partnern sprechen und Verträge aushandeln.,human_led,0,1,1,1,1,1
BN_2772,Consortium Advisor,6767.0,Konsortialreferent/in,other,Document agreements in the consortium contracts.,Vereinbarungen in den Konsortialverträgen dokumentieren.,automatable,0,0,0,3,3,3
BN_2773,Consortium Advisor,6767.0,Konsortialreferent/in,other,Develop strategies for consortium business.,Strategien für Konsortialgeschäfte entwickeln.,ai_assisted,0,0,0,2,1,1
BN_2774,Consortium Advisor,6767.0,Konsortialreferent/in,other,Monitor the processes in banking communities and possibly take over the management.,Die Abläufe in Bankengemeinschaften überwachen und eventuell die Leitung übernehmen.,ai_assisted,0,0,0,1,1,1
BN_2775,Consortium Advisor,6767.0,Konsortialreferent/in,other,Advise and support clients.,Kunden beraten und unterstützen.,human_led,0,0,1,1,1,1
BN_2776,Consortium Advisor,6767.0,Konsortialreferent/in,other,Complete internal administrative tasks.,Interne administrative Aufgaben erledigen.,ai_assisted,0,0,0,1,1,1
BN_2777,Account Manager,14475.0,Account-Manager/in,finance,Represent the company externally and take care of customers.,Das Unternehmen nach außen vertreten und Kunden betreuen.,human_led,0,0,1,1,1,1
BN_2778,Account Manager,14475.0,Account-Manager/in,finance,Inform existing and new customers about the services.,Bestandskunden und neue Kunden über die Dienstleistungen informieren.,human_led,0,0,1,1,1,1
BN_2779,Account Manager,14475.0,Account-Manager/in,finance,Determine customer needs and communicate their wishes within the company.,Den Bedarf der Kunden ermitteln und deren Wünsche im Unternehmen kommunizieren.,human_led,0,0,1,1,1,1
BN_2780,Account Manager,14475.0,Account-Manager/in,finance,Create offers for the target group.,Angebote für die Zielgruppe erstellen.,ai_assisted,0,0,0,1,1,1
BN_2781,Account Manager,14475.0,Account-Manager/in,finance,update the customer databases.,Die Kundendatenbanken aktualisieren.,automatable,0,0,0,3,3,3
BN_2782,Account Manager,14475.0,Account-Manager/in,finance,Organize and support advertising and marketing projects.,Werbe- und Marketingprojekte organisieren und unterstützen.,ai_assisted,0,0,0,2,1,2
BN_2783,Account Manager,14475.0,Account-Manager/in,finance,Plan appointments and budget the work steps.,Termine planen und die Arbeitsschritte budgetieren.,ai_assisted,0,0,0,2,1,2
BN_2784,Account Manager,14475.0,Account-Manager/in,finance,"Coordinate contributions from editorial, graphics, and external contractors.","Die Beiträge von Redaktion, Grafik und externen Auftragnehmern koordinieren.",human_led,0,0,1,1,1,1
BN_2785,Account Manager,14475.0,Account-Manager/in,finance,Complete tasks like text and image editing as well as final proofreading.,Aufgaben wie Text- und Bildbearbeitung sowie Schlusskorrektur erledigen.,high_ai_potential,0,0,0,2,2,2
BN_2786,Account Manager,14475.0,Account-Manager/in,finance,Monitor deadlines and costs and take over controlling after project completion.,Fristen und Kosten überwachen und das Controlling nach Projektabschluss übernehmen.,high_ai_potential,0,0,0,2,2,2
BN_2787,Account Manager,14475.0,Account-Manager/in,finance,Analyze the market and competition situation.,Die Markt- und Wettbewerbssituation analysieren.,ai_assisted,0,0,0,1,2,1
BN_2788,Account Manager,14475.0,Account-Manager/in,finance,Monitor internal processes and supplier contacts.,Interne Prozesse und Lieferantenkontakte überwachen.,high_ai_potential,0,0,0,2,2,2
BN_2789,Account Manager,14475.0,Account-Manager/in,finance,Take over reporting to supervisors.,Das Berichtswesen an die Vorgesetzten übernehmen.,ai_assisted,0,0,0,1,1,1
BN_2790,Current Account Accountant,7675.0,Bauabrechner/in,finance,"Maintain and monitor the company's accounts in accounts payable, accounts receivable, and balance sheet accounting.","Die Konten des Unternehmens in der Kreditoren-, Debitoren- und Bilanzbuchhaltung pflegen und überwachen.",automatable,0,0,0,3,3,3
BN_2791,Current Account Accountant,7675.0,Bauabrechner/in,finance,Check account statements.,Kontenabrechnungen überprüfen.,automatable,0,0,0,3,3,3
BN_2792,Current Account Accountant,7675.0,Bauabrechner/in,finance,Keep an eye on payment deadlines.,Zahlungstermine im Blick behalten.,ai_assisted,0,0,0,1,2,2
BN_2793,Current Account Accountant,7675.0,Bauabrechner/in,finance,Create invoices and monitor incoming payments.,Rechnungen erstellen und den Zahlungseingang überwachen.,automatable,0,0,0,3,3,3
BN_2794,Current Account Accountant,7675.0,Bauabrechner/in,finance,Assist in preparing quarterly or annual financial statements and business reports.,Bei der Erstellung von Quartals- oder Jahresabschlüssen und Geschäftsberichten helfen.,sensitive,0,0,0,2,2,2
BN_2795,Current Account Accountant,7675.0,Bauabrechner/in,finance,Provide data for business decisions.,Zahlen für betriebliche Entscheidungen bereitstellen.,ai_assisted,0,0,0,1,1,1
BN_2796,Current Account Accountant,7675.0,Bauabrechner/in,finance,Complete tasks in receivables management.,Aufgaben im Forderungsmanagement erledigen.,high_ai_potential,0,0,0,2,2,2
BN_2797,Current Account Accountant,7675.0,Bauabrechner/in,finance,Support customers over the phone.,Kunden am Telefon betreuen.,human_led,0,1,1,1,1,1
BN_2798,Cost Calculator,7676.0,Kostenrechner/in,finance,Calculate costs and prices in the business.,Kosten und Preise im Betrieb berechnen.,high_ai_potential,0,0,0,2,2,2
BN_2799,Cost Calculator,7676.0,Kostenrechner/in,finance,Calculate monthly production results.,Monatliche Produktionsergebnisse ausrechnen.,automatable,0,0,0,3,3,3
BN_2800,Cost Calculator,7676.0,Kostenrechner/in,finance,Plan and analyze costs.,Kosten planen und analysieren.,ai_assisted,0,0,0,2,1,2
BN_2801,Cost Calculator,7676.0,Kostenrechner/in,finance,Distribute costs to different areas in the business.,Kosten auf verschiedene Bereiche im Betrieb verteilen.,ai_assisted,0,0,0,1,1,1
BN_2802,Cost Calculator,7676.0,Kostenrechner/in,finance,Bill and control services in the business.,Leistungen im Betrieb abrechnen und kontrollieren.,high_ai_potential,0,0,0,2,2,2
BN_2803,Cost Calculator,7676.0,Kostenrechner/in,finance,Calculate capital needs and create financial plans.,Kapitalbedarf berechnen und Finanzpläne aufstellen.,high_ai_potential,0,0,0,2,2,2
BN_2804,Cost Calculator,7676.0,Kostenrechner/in,finance,Calculate wages and salaries.,Löhne und Gehälter berechnen.,automatable,0,0,0,3,3,3
BN_2805,Cost Calculator,7676.0,Kostenrechner/in,finance,Calculate contribution margins and planned costs.,Deckungsbeiträge und Plankosten berechnen.,high_ai_potential,0,0,0,2,2,2
BN_2806,Cost Calculator,7676.0,Kostenrechner/in,finance,Conduct and compare cost controls.,Kostenkontrollen durchführen und vergleichen.,high_ai_potential,0,0,0,2,2,2
BN_2807,Cost Calculator,7676.0,Kostenrechner/in,finance,Help solve deviations.,Bei der Lösung von Abweichungen helfen.,ai_assisted,0,0,0,1,1,1
BN_2808,Cost Calculator,7676.0,Kostenrechner/in,finance,Calculate profitability for product lines.,Wirtschaftlichkeit berechnen.,high_ai_potential,0,0,0,2,2,2
BN_2809,Cost Calculator,7676.0,Kostenrechner/in,finance,assist with annual financial statements,Bei Jahresabschlüssen unterstützen.,sensitive,0,0,0,2,2,2
BN_2810,Costume Designer,8550.0,Kostümbildner/in,other,Read the play and the script.,Das Stück und das Drehbuch lesen.,ai_assisted,0,0,0,1,1,1
BN_2811,Costume Designer,8550.0,Kostümbildner/in,other,Participate in discussions with the director and others involved.,An Gesprächen mit dem Regisseur und anderen Beteiligten teilnehmen.,ai_assisted,0,0,0,0,0,0
BN_2812,Costume Designer,8550.0,Kostümbildner/in,other,Research clothing styles and societies for historical plays.,Kleidungsstile und Gesellschaften für historische Stücke recherchieren.,ai_assisted,0,0,0,1,1,1
BN_2813,Costume Designer,8550.0,Kostümbildner/in,other,Create costume sketches and plan materials and costs.,Kostümskizzen erstellen und Materialien sowie Kosten planen.,ai_assisted,0,0,0,2,1,1
BN_2814,Costume Designer,8550.0,Kostümbildner/in,other,Discuss designs with the artistic management.,Entwürfe mit der künstlerischen Leitung besprechen.,human_led,0,0,1,0,0,0
BN_2815,Costume Designer,8550.0,Kostümbildner/in,other,Select or obtain fabrics and accessories after approval.,Nach Genehmigung Stoffe und Zubehör auswählen oder besorgen.,ai_assisted,0,0,0,1,1,1
BN_2816,Costume Designer,8550.0,Kostümbildner/in,other,Dye or paint materials.,Materialien färben oder bemalen.,human_led,1,0,0,2,2,2
BN_2817,Costume Designer,8550.0,Kostümbildner/in,other,Search for and adjust reusable costumes in the stock.,Wiederverwendbare Kostüme im Fundus suchen und anpassen.,human_led,1,0,0,2,2,2
BN_2818,Costume Designer,8550.0,Kostümbildner/in,other,Obtain contemporary costumes for sale.,Zeitgenössische Kostüme im Handel besorgen.,ai_assisted,0,0,0,1,1,1
BN_2819,Costume Designer,8550.0,Kostümbildner/in,other,Create work and time schedules for tailoring.,Arbeits- und Zeitpläne für die Schneiderarbeiten erstellen.,high_ai_potential,0,0,0,2,2,2
BN_2820,Costume Designer,8550.0,Kostümbildner/in,other,Lead the tailoring and work on it yourself.,Die Schneiderei leiten und selbst mitarbeiten.,human_led,1,0,0,2,2,2
BN_2821,Costume Designer,8550.0,Kostümbildner/in,other,Supervise shoemaking and hat-making work.,Schuhmacher- und Hutmacherarbeiten leiten.,human_led,1,0,1,1,1,1
BN_2822,Costume Designer,8550.0,Kostümbildner/in,other,Conduct fittings with the performers.,Anproben mit den Darstellern durchführen.,human_led,1,0,1,1,1,1
BN_2823,Costume Designer,8550.0,Kostümbildner/in,other,Coordinate the costume approval with the director and others.,Die Kostümabnahme mit dem Regisseur und anderen koordinieren.,human_led,0,0,1,1,1,1
BN_2824,Costume Designer,8550.0,Kostümbildner/in,other,"Calculate material costs and labor, and buy materials.",Materialkosten und Arbeitsaufwand berechnen und Materialien einkaufen.,high_ai_potential,0,0,0,2,2,2
BN_2825,Costume Designer,8550.0,Kostümbildner/in,other,Carry out cost planning and billing.,Die Kostenplanung und Abrechnung durchführen.,high_ai_potential,0,0,0,2,2,2
BN_2826,Costume Designer,8550.0,Kostümbildner/in,other,Organize costume repairs and maintenance.,Kostümreparaturen und Pflege organisieren.,high_ai_potential,0,0,0,2,2,2
BN_2827,Costume Designer,8550.0,Kostümbildner/in,other,Manage and oversee the costume stock.,Den Kostümfundus leiten und verwalten.,ai_assisted,0,0,0,1,1,1
BN_2828,Costume Designer,8550.0,Kostümbildner/in,other,Guide interns in costume production.,Praktikanten anleiten.,human_led,0,0,1,1,1,1
BN_2829,Costume Designer,8550.0,Kostümbildner/in,other,Conduct courses for aspiring costume designers.,Lehrveranstaltungen für angehende Kostümbildner durchführen.,human_led,0,0,1,1,1,1
BN_2830,Hospital Manager,100538.0,Krankenhausmanager/in,health,Take on steering tasks in the hospital.,Lenkungsaufgaben im Krankenhaus übernehmen.,ai_assisted,0,0,0,0,0,1
BN_2831,Hospital Manager,100538.0,Krankenhausmanager/in,health,Create decision-making bases for operations.,Entscheidungsgrundlagen für den Betrieb erstellen.,ai_assisted,0,0,0,2,1,1
BN_2832,Hospital Manager,100538.0,Krankenhausmanager/in,health,Organize workflows in hospital operations.,Arbeitsabläufe organisieren.,ai_assisted,0,0,0,2,1,2
BN_2833,Hospital Manager,100538.0,Krankenhausmanager/in,health,Analyze work processes and data.,Arbeitsprozesse und Daten analysieren.,ai_assisted,0,0,0,1,2,1
BN_2834,Hospital Manager,100538.0,Krankenhausmanager/in,health,Determine economic key figures and use them for decisions.,Wirtschaftliche Kennzahlen ermitteln und für Entscheidungen nutzen.,ai_assisted,0,0,0,2,2,1
BN_2835,Hospital Manager,100538.0,Krankenhausmanager/in,health,"Start, carry out, and monitor projects.","Projekte starten, durchführen und überwachen.",ai_assisted,0,0,0,2,1,2
BN_2836,Hospital Manager,100538.0,Krankenhausmanager/in,health,Adjust economic activities.,Wirtschaftliche Aktivitäten anpassen.,ai_assisted,0,0,0,1,1,1
BN_2837,Hospital Manager,100538.0,Krankenhausmanager/in,health,Make personnel decisions and train.,Personalentscheidungen treffen und schulen.,human_led,0,0,1,1,1,1
BN_2838,Hospital Manager,100538.0,Krankenhausmanager/in,health,Make decisions about medical devices and equipment.,Entscheidungen über medizinische Geräte und Ausstattung treffen.,ai_assisted,0,0,0,1,1,1
BN_2839,Hospital Manager,100538.0,Krankenhausmanager/in,health,Develop new concepts and services.,Neue Konzepte und Dienstleistungen entwickeln.,ai_assisted,0,0,0,2,1,1
BN_2840,Hospital Manager,100538.0,Krankenhausmanager/in,health,Implement a quality management system and increase patient satisfaction.,Qualitätsmanagementsystem umsetzen und Patientenzufriedenheit steigern.,ai_assisted,0,0,0,1,1,1
BN_2841,Hospital Manager,100538.0,Krankenhausmanager/in,health,Present clinic services positively through marketing.,Klinikdienstleistungen durch Marketing positiv präsentieren.,human_led,0,1,1,1,1,1
BN_2842,Hospital Manager,100538.0,Krankenhausmanager/in,health,Represent the facility externally and build networks.,Die Einrichtung nach außen vertreten und Netzwerke aufbauen.,human_led,0,1,1,1,1,1
BN_2843,Creativity Educator,27704.0,Kreativitätspädagoge/-pädagogin,other,"Creatively guide children and young people in daycare centers, schools, and homes.","Kinder und Jugendliche in Kitas, Schulen und Heimen kreativ anleiten.",human_led,0,1,1,1,1,1
BN_2844,Creativity Educator,27704.0,Kreativitätspädagoge/-pädagogin,other,Conduct seminars and workshops for companies.,Seminare und Workshops für Firmen durchführen.,human_led,0,0,1,1,1,1
BN_2845,Creativity Educator,27704.0,Kreativitätspädagoge/-pädagogin,other,"Guide participants in crafts like basket weaving, soap making, and pottery.","Teilnehmer bei handwerklichen Themen wie Korbflechten, Seifenherstellung und Töpfern anleiten.",human_led,1,0,1,1,1,1
BN_2846,Creativity Educator,27704.0,Kreativitätspädagoge/-pädagogin,other,Design workshops for employees in companies to promote teamwork and creative solutions.,"Workshops für Mitarbeiter in Unternehmen gestalten, um Teamarbeit und kreative Lösungen zu fördern.",ai_assisted,0,0,0,2,1,1
BN_2847,Creativity Educator,27704.0,Kreativitätspädagoge/-pädagogin,other,Plan and conduct programs for children and adults in nature and wilderness education.,Programme für Kinder und Erwachsene in der Natur- und Wildnispädagogik planen und durchführen.,human_led,1,0,1,2,1,2
BN_2848,Creativity Educator,27704.0,Kreativitätspädagoge/-pädagogin,other,"Guide participants in perception exercises, hikes, and cooking over a campfire.","Teilnehmer bei Wahrnehmungsübungen, Wanderungen und beim Kochen über dem Lagerfeuer anleiten.",human_led,1,0,1,1,1,1
BN_2849,Creativity Educator,27704.0,Kreativitätspädagoge/-pädagogin,other,Teach simple survival skills like building leaf huts and making fire without matches.,Einfache Überlebenstechniken wie das Bauen von Laubhütten und das Feuermachen ohne Streichhölzer lehren.,human_led,1,0,1,1,1,1
BN_2850,Credit Manager,6768.0,Kreditmanager/in,finance,Perform credit management tasks in banks.,Kreditmanagement-Aufgaben in Banken durchführen.,ai_assisted,0,0,0,1,1,1
BN_2851,Credit Manager,6768.0,Kreditmanager/in,finance,Create future forecasts and risk analyses.,Zukunftsprognosen und Risikoanalysen erstellen.,ai_assisted,0,0,0,2,1,1
BN_2852,Credit Manager,6768.0,Kreditmanager/in,finance,Set credit limits and payment terms.,Kreditlimits und Zahlungsbedingungen festlegen.,ai_assisted,0,0,0,2,1,1
BN_2853,Credit Manager,6768.0,Kreditmanager/in,finance,Monitor payments and loans and check the conditions.,Zahlungen und Kredite überwachen und die Bedingungen prüfen.,high_ai_potential,0,0,0,2,3,2
BN_2854,Credit Manager,6768.0,Kreditmanager/in,finance,"Sell, restructure, or settle difficult loans.","Schwierige Kredite verkaufen, sanieren oder abwickeln.",human_led,0,1,1,1,1,1
BN_2855,Credit Manager,6768.0,Kreditmanager/in,finance,Create loan agreements and monitoring documents.,Kreditverträge und Überwachungsdokumente erstellen.,high_ai_potential,0,0,0,3,2,2
BN_2856,Credit Manager,6768.0,Kreditmanager/in,finance,Introduce and update lending guidelines.,Richtlinien für die Kreditvergabe einführen und aktualisieren.,ai_assisted,0,0,0,2,1,1
BN_2857,Credit Manager,6768.0,Kreditmanager/in,finance,Take on credit management tasks for companies.,Kreditmanagement-Aufgaben für Unternehmen übernehmen.,ai_assisted,0,0,0,1,1,1
BN_2858,Credit Manager,6768.0,Kreditmanager/in,finance,Check the financial market for good offers and payment methods.,Den Finanzmarkt auf gute Angebote und Zahlungsarten prüfen.,high_ai_potential,0,0,0,2,2,2
BN_2859,Credit Manager,6768.0,Kreditmanager/in,finance,Assess risks and opportunities for loans and secure collateral.,Risiken und Chancen für Kredite bewerten und Sicherheiten beschaffen.,ai_assisted,0,0,0,2,1,1
BN_2860,Credit Manager,6768.0,Kreditmanager/in,finance,Improve active loans.,Aktive Kredite verbessern.,ai_assisted,0,0,0,1,1,1
BN_2861,Credit Manager,6768.0,Kreditmanager/in,finance,"Check customer creditworthiness, set credit limits, and monitor repayments.","Die Bonität von Kunden prüfen, Kreditlimits festlegen und Rückzahlungen überwachen.",high_ai_potential,0,0,0,2,2,2
BN_2862,Credit Specialist,7010.0,Media-Fachkraft,finance,Process loans and credit applications.,Kredite bearbeiten.,high_ai_potential,0,0,0,2,2,2
BN_2863,Credit Specialist,7010.0,Media-Fachkraft,finance,Check loan applications and documents.,Kreditanträge und Unterlagen prüfen.,sensitive,0,0,0,3,3,3
BN_2864,Credit Specialist,7010.0,Media-Fachkraft,finance,Create loan offers with risk assessment.,Kreditangebote mit Risikoabschätzung erstellen.,high_ai_potential,0,0,0,2,2,2
BN_2865,Credit Specialist,7010.0,Media-Fachkraft,finance,Disburse loans after approval.,Nach Genehmigung Kredite auszahlen.,high_ai_potential,0,0,0,3,2,2
BN_2866,Credit Specialist,7010.0,Media-Fachkraft,finance,Manage and monitor ongoing loans.,Laufende Kredite betreuen und überwachen.,high_ai_potential,0,0,0,2,3,2
BN_2867,Credit Specialist,7010.0,Media-Fachkraft,finance,Process contract changes and withdrawals.,Vertragsänderungen und Rücktritte bearbeiten.,high_ai_potential,0,0,0,2,2,2
BN_2868,Credit Specialist,7010.0,Media-Fachkraft,finance,Offer pre-financing and interim loans.,Vorfinanzierungs- und Zwischenkredite anbieten.,human_led,0,1,1,1,1,1
BN_2869,Credit Specialist,7010.0,Media-Fachkraft,finance,Advise customers on loans and refinancing.,Kunden zu Krediten und Umschuldungen beraten.,human_led,0,1,1,1,1,1
BN_2870,Credit Specialist,7010.0,Media-Fachkraft,finance,Handle credit-related correspondence and management.,Kreditbezogene Korrespondenz und Verwaltung erledigen.,ai_assisted,0,0,0,1,1,1
BN_2871,Criminologist,9794.0,Kriminologe/Kriminologin,other,Document evidence and use crime statistics and insights from other sciences.,Beweise dokumentieren und Kriminalitätsstatistiken sowie Erkenntnisse aus anderen Wissenschaften nutzen.,high_ai_potential,0,0,0,2,2,2
BN_2872,Criminologist,9794.0,Kriminologe/Kriminologin,other,Develop theories to explain crime and behavior patterns.,Theorien zur Erklärung von Kriminalität und Verhaltensmustern entwickeln.,ai_assisted,0,0,0,2,1,1
BN_2873,Criminologist,9794.0,Kriminologe/Kriminologin,other,Conduct research at the crime scene and in literature and files.,Recherchen am Tatort und in Literatur sowie Akten durchführen.,human_led,1,0,0,1,1,1
BN_2874,Criminologist,9794.0,Kriminologe/Kriminologin,other,Check data sources and determine the scope of the collection.,Datenquellen prüfen und den Umfang der Erhebung festlegen.,ai_assisted,0,0,0,2,2,1
BN_2875,Criminologist,9794.0,Kriminologe/Kriminologin,other,Select methods for data collection and create interview guides.,Methoden zur Datenerhebung auswählen und Interviewleitfäden erstellen.,human_led,0,0,1,2,1,1
BN_2876,Criminologist,9794.0,Kriminologe/Kriminologin,other,"Collect data through interviews, tests, and surveys.","Daten durch Interviews, Tests und Befragungen erheben.",human_led,1,0,1,1,1,1
BN_2877,Criminologist,9794.0,Kriminologe/Kriminologin,other,Evaluate results and summarize them in a report.,Ergebnisse auswerten und in einem Bericht zusammenfassen.,high_ai_potential,0,0,0,2,2,2
BN_2878,Criminologist,9794.0,Kriminologe/Kriminologin,other,Inform and advise clients.,Auftraggeber informieren und beraten.,human_led,0,0,1,1,1,1
BN_2879,Criminologist,9794.0,Kriminologe/Kriminologin,other,Develop and implement concepts for prevention and safety.,Konzepte zur Prävention und Sicherheit entwickeln und umsetzen.,ai_assisted,0,0,0,2,1,1
BN_2880,Criminologist,9794.0,Kriminologe/Kriminologin,other,"Lead, monitor, and check the success of measures.","Maßnahmen leiten, überwachen und deren Erfolg überprüfen.",ai_assisted,0,0,0,1,1,1
BN_2881,Criminologist,9794.0,Kriminologe/Kriminologin,other,Sort and classify documents.,Dokumente sortieren und klassifizieren.,automatable,0,0,0,3,3,3
BN_2882,Criminologist,9794.0,Kriminologe/Kriminologin,other,Start and conduct research projects and apply for funding.,Forschungsprojekte starten und durchführen sowie Gelder beantragen.,ai_assisted,0,0,0,1,1,1
BN_2883,Criminologist,9794.0,Kriminologe/Kriminologin,other,Plan and conduct courses.,Lehrveranstaltungen planen und durchführen.,human_led,0,0,1,2,1,2
BN_2884,Artistic Operations Director,77942.0,Künstlerische/r Betriebsdirektor/in,management,plan and lead the play and rehearsal operations as well as event organization.,den Spiel- und Probenbetrieb sowie die Veranstaltungsorganisation planen und leiten.,human_led,0,0,1,2,1,2
BN_2885,Artistic Operations Director,77942.0,Künstlerische/r Betriebsdirektor/in,management,"plan the current season while considering staff, workshops, spaces, and subscriber requests.","die aktuelle Spielzeit planen und dabei Personal, Werkstätten, Räume und Abonnentenwünsche berücksichtigen.",ai_assisted,0,0,0,2,1,2
BN_2886,Artistic Operations Director,77942.0,Künstlerische/r Betriebsdirektor/in,management,coordinate the technical equipment and staff for productions with all departments.,die technische Ausstattung und das Personal für Produktionen mit allen Abteilungen abstimmen.,human_led,0,0,1,1,1,1
BN_2887,Artistic Operations Director,77942.0,Künstlerische/r Betriebsdirektor/in,management,plan and schedule guest performances and special events in-house.,Gastspiele und Sonderveranstaltungen im eigenen Haus planen und festlegen.,ai_assisted,0,0,0,2,1,2
BN_2888,Artistic Operations Director,77942.0,Künstlerische/r Betriebsdirektor/in,management,Create fee invoices.,Honorarabrechnungen erstellen.,automatable,0,0,0,3,3,3
BN_2889,Artistic Operations Director,77942.0,Künstlerische/r Betriebsdirektor/in,management,"plan and implement press and public relations work, for example, use social media more effectively.","Presse- und Öffentlichkeitsarbeit planen und umsetzen, zum Beispiel Social Media stärker nutzen.",ai_assisted,0,0,0,2,1,1
BN_2890,Artist Agent,7074.0,Künstlervermittler/in (nicht bei der Agentur für Arbeit),other,Look for performances for the clients.,Ich suche Auftritte für die Klienten.,ai_assisted,0,0,0,1,1,1
BN_2891,Artist Agent,7074.0,Künstlervermittler/in (nicht bei der Agentur für Arbeit),other,"Check offers for movies, television, and theater and make a pre-selection for the clients.","Ich prüfe Angebote für Filme, Fernsehen und Theater und treffe eine Vorauswahl für die Klienten.",high_ai_potential,0,0,0,2,2,2
BN_2892,Artist Agent,7074.0,Künstlervermittler/in (nicht bei der Agentur für Arbeit),other,Organize auditions or test recordings.,Ich organisiere Vorsprechen oder Probeaufnahmen.,ai_assisted,0,0,0,2,1,2
BN_2893,Artist Agent,7074.0,Künstlervermittler/in (nicht bei der Agentur für Arbeit),other,"Negotiate on behalf of the clients about contracts and fees with theaters, studios, fashion companies, and advertising departments.","Ich verhandle im Auftrag der Klienten über Verträge und Gagen mit Theatern, Studios, Modefirmen und Werbeabteilungen.",human_led,0,1,1,2,1,1
BN_2894,Artist Agent,7074.0,Künstlervermittler/in (nicht bei der Agentur für Arbeit),other,Manage the clients' artist portfolios and keep them updated.,Ich verwalte die Künstlermappen der Klienten und halte sie aktuell.,high_ai_potential,0,0,0,2,2,2
BN_2895,Artist Agent,7074.0,Künstlervermittler/in (nicht bei der Agentur für Arbeit),other,Assist clients in finding artists.,Ich unterstütze Auftraggeber bei der Suche nach Künstlern.,ai_assisted,0,0,0,1,1,1
BN_2896,Artist Agent,7074.0,Künstlervermittler/in (nicht bei der Agentur für Arbeit),other,Contact artists and their agencies for events and ask about availability and fees.,Ich kontaktiere Künstler und deren Agenturen für Veranstaltungen und frage nach Verfügbarkeit und Gagen.,ai_assisted,0,0,0,2,1,1
BN_2897,Artist Agent,7074.0,Künstlervermittler/in (nicht bei der Agentur für Arbeit),other,"Search for artists, models, and performers for various projects through ads and other media.","Ich suche Künstler, Models und Darsteller für verschiedene Projekte über Anzeigen und andere Medien.",ai_assisted,0,0,0,1,1,1
